days online,duration,tags in title,title length,description length,tag count,comment count/days online,times viewed/days online,title emoji count,description emoji count,VADER sentiment,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,December,February,January,April,August,July,June,March,May,November,October,September,times liked
1008,614,0,48,1950,1,0.050595238,2.189484127,2,33,0.9194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191
1012,696,4,44,1911,13,0.046442688,3.731225296,0,32,0.9548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203
1013,3588,0,45,2324,16,0.063178677,3.860809477,0,48,0.9832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,287
1016,951,3,32,2804,12,0.037401575,1.604330709,0,53,0.9893,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103
1018,142,1,41,1815,20,0.044204322,1.969548134,2,31,0.9668,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,109
1019,794,2,28,1888,13,0.130520118,1.209028459,0,31,0.9194,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,258
1020,3073,3,40,2092,23,0.162745098,69.09313725,0,37,0.9542,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1546
1023,230,2,41,2871,16,0.065493646,2.475073314,1,54,0.9889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,153
1026,933,1,53,1922,12,0.061403509,3.16374269,1,31,0.8898,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,260
1027,3132,1,48,3527,18,0.222979552,9.843232717,3,90,0.992,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,986
1030,634,1,41,2850,13,0.047572816,4.276699029,0,52,0.9902,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,225
1033,700,3,49,3345,12,0.335914811,23.45014521,1,69,0.9892,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1426
1037,917,1,38,2880,15,0.06268081,3.670202507,1,56,0.9809,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,204
1044,678,1,55,2835,11,0.109195402,5.416666667,0,53,0.9885,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,321
1046,530,1,40,2606,15,0.063097514,7.012428298,2,48,0.9089,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,485
1047,732,3,48,3032,9,0.193887297,7.415472779,0,56,0.9808,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,398
1051,594,2,45,2737,8,0.076117983,3.307326356,0,53,0.9922,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,193
1053,270,1,23,2060,6,0.042735043,2.051282051,2,38,0.9304,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,139
1054,47,3,45,1940,15,0.016129032,1.19544592,2,36,0.9584,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77
1055,745,2,37,1958,11,0.019905213,0.507109005,1,35,0.8967,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47
1055,675,0,37,3614,9,0.192417062,4.897630332,1,88,0.9935,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,545
1057,1003,1,20,2345,13,0.034058657,3.654683065,0,48,0.9799,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233
1062,710,1,46,2000,3,0.062146893,5.206214689,1,31,0.8941,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,311
1069,374,3,39,3335,21,0.179607109,16.44153414,1,65,0.9894,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1024
1071,475,3,45,1951,23,0.042016807,2.078431373,0,32,0.8898,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,168
1075,1707,2,48,1955,12,0.041860465,1.663255814,1,33,0.8941,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,143
1076,1000,2,57,3363,17,0.36802974,52.47026022,1,79,0.3296,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4092
1083,647,1,37,2555,16,0.385964912,36.72853186,0,44,0.8202,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2070
1085,583,2,43,2255,20,0.060829493,4.411981567,0,38,0.9771,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,314
1089,795,1,31,2404,18,0.072543618,3.412304867,0,39,0.9913,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,216
1090,887,1,46,2772,18,0.055963303,2.311926606,0,58,0.9789,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,212
1096,1210,2,25,4744,21,0.216240876,43.34306569,0,92,0.9984,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1852
1097,1028,1,54,4349,22,0.286235187,33.93345488,0,100,0.9951,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1804
1104,1530,3,37,3875,23,0.053442029,2.113224638,0,70,0.9976,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,197
1111,3377,2,48,3625,21,0.115211521,5.141314131,0,66,0.9789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,339
1114,856,1,37,2328,20,0.017055655,1.721723519,0,48,0.9799,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,105
1118,3464,3,47,4234,23,0.110017889,6.508944544,1,83,0.9964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,556
1121,679,1,36,2787,20,0.020517395,1.213202498,1,57,0.9799,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102
1125,250,3,62,3944,19,0.288,9.037333333,2,81,0.9965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,666
1132,881,3,36,2839,4,0.036219081,1.402826855,0,50,0.9793,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136
1132,1916,2,49,3919,27,0.17844523,5.484982332,0,71,0.9952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,547
1135,675,0,8,2756,1,0.026431718,1.14185022,0,49,0.9786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80
1138,628,2,63,2711,17,0.05887522,2.087873462,1,50,0.9846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,181
1138,653,2,41,2680,11,0.028998243,1.266256591,0,48,0.978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99
1139,649,2,52,4508,20,0.574187884,30.4143986,2,96,0.9943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1950
1140,3553,0,40,3397,16,0.111403509,16.49824561,0,71,0.9861,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,324
1142,891,2,23,2341,17,0.04028021,5.239929947,0,48,0.9799,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,242
1147,498,1,49,4491,20,1.81255449,220.5710549,0,92,0.9563,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12261
1149,626,1,24,2323,21,0.019147084,1.0948651,0,48,0.9799,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,103
1152,794,2,41,3562,20,0.019097222,0.638888889,1,63,0.9938,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83
1153,934,2,47,4207,20,0.133564614,5.721595837,0,78,0.9894,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,467
1157,826,3,47,3049,12,0.092480553,1.145203111,1,53,0.9824,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,180
1160,934,2,50,3773,17,0.126724138,4.727586207,0,69,0.9912,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,327
1163,1168,1,31,2335,23,0.07394669,2.363714531,0,48,0.9784,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,163
1164,738,1,45,2800,23,0.037800687,1.905498282,0,52,0.9771,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,234
1166,658,2,50,2822,16,0.075471698,4.843053173,2,50,0.9821,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,362
1167,782,1,41,2563,23,0.055698372,1.05655527,1,47,0.981,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,156
1167,443,1,38,3463,21,0.155098543,8.351328192,0,58,0.9947,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,651
1169,786,4,50,2538,19,0.086398631,5.720273738,3,45,0.9778,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,411
1170,756,2,37,2635,20,0.160683761,12.81025641,0,44,0.9771,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1037
1171,574,3,33,2840,23,0.174210077,26.23996584,1,52,0.9906,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1436
1173,1105,3,56,3107,19,0.189258312,8.542199488,1,63,0.9847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,464
1173,816,3,65,3630,15,0.156862745,17.11167945,1,81,-0.9088,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,475
1174,364,1,46,3936,14,0.069846678,3.61669506,0,77,0.998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,242
1176,968,2,42,2474,25,0.101190476,8.165816327,0,49,0.9742,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,327
1180,604,1,49,2700,21,0.075423729,2.169491525,1,51,0.9868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,200
1180,224,4,51,2893,13,0.026271186,0.940677966,0,55,0.9829,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,103
1181,954,1,30,3234,17,0.009314141,0.560541914,1,81,0.9857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61
1183,582,3,47,2316,16,0.079459003,6.56635672,1,50,0.976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,353
1186,737,2,27,3062,8,0.153456998,6.065767285,1,67,0.9862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,297
1187,889,7,45,3086,27,0.117101938,6.213984836,0,62,0.9852,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,296
1190,517,1,36,2087,17,0.053781513,2.087394958,0,42,0.9705,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93
1194,940,1,46,2647,15,0.14321608,2.232830821,2,59,0.9877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,239
1194,1142,1,31,2956,17,0.091289782,2.278056951,1,67,-0.8831,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,209
1198,265,2,15,2610,19,0.05509182,7.424040067,0,48,0.9924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,244
1199,526,2,44,2775,12,0.143452877,9.306922435,0,50,0.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,452
1201,797,2,38,3423,21,0.214820983,11.25228976,1,72,0.981,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,391
1204,471,1,40,1821,16,0.063122924,2.588039867,0,24,-0.7135,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,162
1208,917,2,56,2458,19,0.07781457,3.014072848,2,36,0.9665,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,265
1209,255,1,51,3845,23,0.311000827,15.55086849,1,88,0.997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1042
1211,197,1,41,1551,18,0.168455822,4.575557391,1,20,-0.9047,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,340
1212,390,2,46,2383,14,0.035478548,1.875412541,2,39,0.9854,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88
1215,559,3,55,2846,22,0.116872428,5.297119342,0,48,0.9868,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,494
1215,803,2,50,2994,18,0.198353909,7.993415638,0,45,0.9773,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,606
1218,368,3,29,1350,22,0.060755337,3.962233169,0,19,-0.1983,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,254
1222,1108,4,45,2529,16,0.085106383,2.051554828,1,37,0.9737,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,174
1222,736,1,38,2335,13,0.051554828,1.130932897,1,34,0.9665,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,149
1223,3095,2,46,4455,20,0.271463614,21.47914963,2,106,0.9978,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,729
1225,314,1,42,1282,13,0.017142857,2.782040816,0,16,-0.1983,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,152
1229,681,0,68,2350,12,0.065907242,2.572823434,0,34,0.9747,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,233
1229,1494,0,51,2380,17,0.239218877,18.12449146,0,37,0.969,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1152
1232,246,0,61,1296,17,0.051136364,4.827922078,1,17,-0.1983,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,258
1235,602,3,59,2793,9,0.051821862,0.957894737,1,50,0.9811,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128
1236,566,3,53,2345,17,0.066343042,3.556634304,1,37,0.975,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,263
1237,2956,2,65,4728,21,3.632174616,455.8261924,2,90,0.9902,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18899
1239,369,1,40,1281,16,0.086359968,6.647296207,1,17,-0.6688,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,332
1242,696,1,48,2392,20,0.101449275,4.350241546,0,36,0.9785,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,248
1243,736,1,54,2383,18,0.205953339,9.441673371,0,31,0.9273,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,603
1246,689,0,42,1323,13,0.052969502,3.493579454,1,17,0.0042,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,180
1250,1094,1,46,2598,19,0.0496,1,1,41,0.9716,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85
1258,158,1,28,1325,21,0.046899841,3.86963434,0,18,-0.4738,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,224
1265,621,2,14,2304,13,0.045849802,1.139130435,0,31,0.9538,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,195
1270,589,1,31,2665,16,0.07480315,1.501574803,0,36,0.5299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,146
1274,349,0,38,1309,18,0.056514914,3.043171115,1,18,-0.1983,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,181
1275,334,2,52,2363,18,0.021176471,0.734901961,0,32,0.9285,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69
1276,743,3,56,2364,16,0.028996865,0.891065831,2,34,0.9516,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79
1279,631,1,59,2416,20,0.038311181,0.669272869,0,32,0.9208,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86
1281,1217,3,42,1304,22,0.078064012,3.968774395,0,17,0.2769,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,260
1283,839,3,50,2417,28,0.060795012,0.702260327,1,38,0.985,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99
1286,284,1,56,4743,15,0.981337481,65.7348367,3,129,0.9004,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4070
1288,3038,2,52,2558,27,0.041149068,0.86568323,2,45,0.9872,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114
1288,815,0,46,1527,13,0.036490683,1.39984472,1,23,-0.8168,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131
1289,492,6,56,2795,18,0.064391001,1.260667184,0,44,0.9894,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,139
1290,505,3,43,3006,25,0.058139535,0.984496124,1,52,0.9914,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,145
1291,868,1,38,2375,19,0.096049574,1.940356313,0,31,0.8016,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,242
1295,925,3,24,1314,13,0.068725869,3.121235521,1,18,0.2538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,213
1300,721,2,43,3698,19,0.126153846,3.874615385,1,75,0.9962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,352
1309,634,0,18,1284,18,0.044308633,2.945760122,0,16,-0.2676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,217
1316,431,2,44,1315,14,0.074468085,2.06231003,2,19,-0.1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,191
1323,526,1,20,1261,19,0.022675737,1.419501134,1,17,-0.3577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,130
1325,97,0,17,2013,1,0.174339623,3.317735849,0,29,0.7901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,469
1331,867,1,8,1661,14,0.083395943,2.836964688,0,26,0.1069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,206
1335,689,1,26,2209,17,0.143820225,2.72659176,2,33,0.2942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,251
1342,188,2,36,3005,19,0.210879285,7.602831595,0,48,0.9866,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,552
1343,549,4,30,2014,11,0.048399106,1.162323157,1,30,0.7901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163
1349,602,2,50,3364,18,0.247590808,16.05930319,1,54,0.9949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,942
1357,506,0,41,2791,20,0.056742815,3.446573324,1,47,0.9925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,206
1362,407,2,49,2665,17,0.189427313,2.878120411,1,43,0.938,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,366
1363,268,1,41,3226,23,0.426265591,26.34776229,0,59,0.9937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2092
1364,733,2,41,2638,17,0.06744868,1.807917889,0,54,0.5972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162
1370,742,0,50,3037,22,0.29270073,13.93284672,0,67,0.9842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,966
1378,680,0,32,2741,20,0.070391872,2.701741655,1,48,-0.9709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,249
1385,490,0,37,2680,17,0.03465704,1.63032491,2,53,0.9824,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,164
1392,330,1,37,2940,12,0.065373563,3.293103448,0,42,0.9651,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,240
1398,424,1,15,2971,15,0.151645207,1.019313305,0,43,0.9691,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,198
1403,615,3,37,2649,20,0.02637206,1.037063435,1,42,0.942,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,92
1405,3330,2,51,3197,24,0.413523132,50.20711744,0,55,0.9918,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2176
1406,686,2,34,2420,19,0.044807966,2.46230441,0,38,0.9665,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,209
1413,318,3,48,2275,20,0.055909413,5.491153574,2,37,0.9167,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300
1419,881,3,40,3032,20,0.178999295,6.665257223,0,40,0.9936,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,627
1426,620,1,39,2893,17,0.205469846,17.1171108,2,49,0.9746,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,377
1433,2110,2,45,3358,20,0.2965806,17.27773901,1,64,0.9239,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1338
1440,3034,1,28,2634,19,0.131944444,4.084027778,0,43,0.9874,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,480
1447,481,2,29,2562,13,0.01796821,0.878369039,0,37,0.9898,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88
1452,1092,3,47,2219,18,0.094352617,2.771349862,1,33,0.9577,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,247
1454,663,2,49,2485,17,0.040577717,1.806740028,1,44,0.9617,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,162
1459,426,2,32,3069,21,0.037011652,1.532556546,2,66,0.9955,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,160
1461,3327,4,54,3203,19,1.143052704,104.340178,2,65,0.9644,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3287
1467,661,2,48,2340,17,0.030674847,1.433537832,0,34,0.9632,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,175
1468,557,2,57,3512,22,1.444822888,138.256812,0,67,0.9791,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6316
1475,620,0,26,2546,13,0.235254237,6.484067797,0,51,0.9956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,809
1482,204,2,55,2551,18,3.41902834,471.0053981,1,52,0.9258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20390
1485,232,2,45,2305,13,0.041750842,1.801346801,1,59,0.9312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108
1487,692,1,41,2483,10,0.041022192,0.965702757,1,63,0.9968,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,112
1489,999,2,58,2710,20,0.147078576,3.709200806,2,71,-0.9171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,413
1496,1622,3,54,2404,15,0.323529412,15.36965241,1,43,0.9207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,997
1503,444,3,37,2613,15,0.101796407,8.170991351,2,57,0.9835,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,662
1510,712,4,48,2509,16,1.904635762,162.2582781,1,50,0.9509,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7747
1517,569,3,34,3207,22,2.286090969,358.8009229,1,74,0.9713,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18425
1524,680,4,56,2193,21,0.082677165,4.037401575,1,46,0.9623,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,437
1531,343,4,21,2195,17,0.156760287,5.60548661,0,44,0.7882,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,392
1534,216,3,43,2154,23,0.166883963,5.127770535,2,52,0.7574,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,652
1537,777,4,26,1699,15,0.039037085,0.800260247,0,19,0.1027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,108
1538,311,4,54,2592,24,0.338751625,35.66059818,1,42,0.9279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1164
1541,203,5,70,1752,17,0.115509409,2.670992862,0,22,0.1027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,367
1543,485,1,27,1391,3,0.107582631,1.950745301,0,19,0.1027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,298
1545,662,2,43,2370,22,2.803883495,347.0245955,1,55,0.6007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18575
1552,713,1,44,2442,17,0.783505155,68.98775773,1,53,-0.6124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4031
1559,173,2,60,1814,20,0.203976908,11.37908916,2,29,-0.977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1367
1565,637,4,22,2215,18,0.072204473,0.899041534,0,26,0.9981,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,151
1566,1170,2,43,2596,14,0.56385696,57.72094508,1,41,0.9437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2939
1573,612,3,41,2186,13,0.111888112,1.9179911,2,28,0.9863,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,192
1580,685,2,25,2118,14,0.130379747,3.85443038,0,33,0.9477,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,326
1587,423,3,41,2132,12,0.373030876,12.29804663,1,30,0.9231,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1167
1594,452,2,32,2105,12,0.132998745,3.230865747,1,47,0.8149,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,367
1601,642,2,38,2775,14,0.223610244,5.388507183,1,49,0.9897,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,783
1608,438,3,32,1627,18,1.126243781,67.75062189,0,15,0.9569,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6571
1616,384,2,34,1576,19,0.864480198,118.720297,0,17,0.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5303
1623,412,2,41,1663,12,0.362908195,16.02464572,0,17,0.871,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,965
1637,417,4,55,1699,16,0.877214417,130.1734881,1,22,0.9112,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7427
1644,302,1,31,1666,14,0.153892944,15.9270073,0,16,0.9112,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1097
1651,591,4,42,2606,23,0.084797093,6.30284676,0,36,0.9925,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,510
1658,336,2,41,2589,15,0.225572979,16.06513872,0,39,0.9918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1116
1665,378,3,41,2682,16,0.16996997,20.89009009,0,42,0.9919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1244
