days online,duration,tags in title,title length,description length,tag count,comment count/days online,times viewed/days online,title emoji count,description emoji count,VADER sentiment,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,December,June,October,January,February,March,April,May,July,August,September,November,times liked
1414,35.0,5,28,809,24,0.013437057991513438,0.7531824611032532,0,18,0.9584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,73
1422,493.0,6,31,659,19,0.02531645569620253,2.258087201125176,0,15,-0.4515,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,204
1429,456.0,6,34,646,18,0.016794961511546535,1.0342897130860742,0,17,-0.4515,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,112
1433,1176.0,4,19,1083,20,0.267271458478716,130.115840893231,0,36,-0.3313,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,3366
1447,1364.0,3,36,836,27,0.04008293020041465,4.2626123013130615,0,16,-0.644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,398
1453,559.0,3,40,677,28,0.016517549896765314,2.5760495526496903,0,15,-0.4515,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,182
1457,569.0,4,32,1194,23,0.05284831846259437,45.8716540837337,0,37,-0.7622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1406
1464,713.0,2,45,774,13,0.03961748633879782,19.066939890710383,0,15,-0.3094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1056
1468,664.0,0,23,833,16,0.01226158038147139,1.2677111716621254,0,21,-0.9489,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,122
1475,503.0,4,31,674,21,0.015593220338983051,1.2366101694915255,0,17,-0.3527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,151
1483,440.0,7,21,734,19,0.008091706001348618,0.5158462575859744,0,17,0.4667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,70
1490,384.0,5,50,1074,19,0.0,0.9570469798657718,0,23,0.7872,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,104
1499,2367.0,0,33,780,9,0.032021347565043365,9.515010006671114,0,19,0.8784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,718
1506,1066.0,1,14,660,15,0.04050464807436919,5.317397078353253,0,16,0.8645,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,457
1512,623.0,4,36,788,14,0.012566137566137565,4.564814814814815,0,23,0.6747,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,369
1520,16.0,1,49,766,15,0.1006578947368421,17.513815789473686,0,17,-0.4696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1669
1527,513.0,2,32,718,19,0.015062213490504257,2.045841519318926,0,19,0.8645,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,186
1536,311.0,3,68,646,11,0.0,1.1868489583333333,0,15,0.4137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,137
1544,648.0,8,60,825,21,0.008419689119170985,1.9099740932642486,0,15,-0.8053,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,95
1552,552.0,3,31,620,20,0.00902061855670103,0.7654639175257731,0,15,-0.4515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,65
1559,554.0,1,40,782,28,0.013470173187940988,1.3822963438101348,0,16,0.8924,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,135
1561,16.0,3,51,736,19,0.010890454836643177,0.8782831518257527,0,18,-0.6968,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,99
1566,481.0,2,34,1379,19,0.028735632183908046,12.107918263090676,0,31,0.9599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,519
1573,512.0,6,48,996,13,0.008900190718372537,0.5874125874125874,0,25,-0.7554,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,83
1574,93.0,3,32,820,7,0.0,0.5298602287166455,0,18,-0.4515,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,70
1581,429.0,3,60,730,17,0.0,0.6407337128399747,0,17,0.5192,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,49
1589,4.0,1,42,786,13,0.039647577092511016,10.44115796098175,2,19,0.9664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,778
1608,371.0,2,34,648,15,0.05099502487562189,12.350746268656716,0,19,0.891,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,894
1620,619.0,4,69,734,16,0.0,2.6944444444444446,2,20,0.924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,126
1627,528.0,1,4,2466,11,0.006760909649661954,0.3534111862323294,0,54,0.997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,58
1631,22.0,3,56,471,5,0.014101778050275904,2.1943592887798897,2,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,173
1635,574.0,0,44,637,4,0.0061162079510703364,1.4483180428134557,0,21,0.4276,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,151
1639,509.0,2,30,529,8,0.013422818791946308,1.1519219035997559,0,16,0.6946,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,148
1646,518.0,2,35,698,18,0.016403402187120292,5.1166464155528555,0,24,0.6015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,355
1653,483.0,1,66,1018,17,0.009074410163339383,3.192377495462795,2,23,0.9815,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,295
1656,516.0,4,70,737,15,0.004830917874396135,1.7409420289855073,1,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,119
1657,581.0,4,72,738,17,0.010863005431502716,3.7543753771876887,1,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,255
1666,1809.0,0,21,1569,18,0.001800720288115246,0.3415366146458583,0,46,0.9865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,38
1679,751.0,6,38,786,10,0.004169148302561048,0.6944609886837403,0,15,-0.3624,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,73
1686,357.0,1,49,596,14,0.011862396204033215,3.323250296559905,0,16,-0.4515,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,195
1688,1141.0,1,37,751,4,0.0035545023696682463,0.49111374407582936,0,18,0.644,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,46
1689,382.0,2,54,822,12,0.0076968620485494375,4.2048549437537,0,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,209
1696,571.0,0,38,781,10,0.02122641509433962,3.263561320754717,0,16,-0.565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,279
1698,1176.0,6,34,745,16,0.0,1.6531213191990577,0,16,-0.565,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,138
1701,385.0,2,65,648,16,0.014109347442680775,5.799529688418577,0,17,-0.7184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,322
1718,336.0,2,52,614,18,0.005820721769499418,0.7345750873108265,0,15,0.7975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,62
1729,706.0,3,28,895,21,0.11798727588201273,17.282822440717176,0,27,0.5008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1468
1742,1136.0,1,30,406,19,0.003444316877152698,0.8823191733639495,0,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,87
1750,535.0,2,24,520,7,0.006857142857142857,0.6674285714285715,0,20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,72
1765,504.0,2,57,397,10,0.0,3.181303116147309,0,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,273
1776,425.0,4,35,486,14,0.01126126126126126,4.662725225225225,0,14,0.5859,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,228
1783,152.0,3,38,671,15,0.006730229949523275,1.6057206954570948,1,17,0.237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,93
1791,575.0,2,37,489,10,0.03126744835287549,2.3729759910664434,2,15,-0.1027,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,254
1807,620.0,3,29,524,15,0.004980630879911455,0.4703929164360819,0,15,-0.1027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,60
1814,544.0,4,17,438,20,0.0,1.075523704520397,0,14,-0.1027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,97
1821,2054.0,3,37,1228,12,0.011532125205930808,1.5617792421746293,0,44,0.9701,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,98
1850,312.0,1,24,536,10,0.028648648648648647,4.686486486486486,0,16,0.4753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,399
1857,615.0,2,27,506,14,0.007000538502961767,1.2837910608508347,0,15,0.2263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,125
1864,370.0,2,40,556,15,0.004828326180257511,0.6845493562231759,0,14,0.7964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,95
1871,754.0,1,40,609,9,0.006413682522715126,0.6044895777659006,0,19,-0.5696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,72
1901,587.0,2,66,492,7,0.0,1.2908995265649659,0,18,0.9571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,122
1918,693.0,1,35,397,10,0.0,0.6538060479666319,0,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,67
1925,1914.0,0,26,391,7,0.005714285714285714,0.5771428571428572,2,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,79
1939,389.0,1,51,354,6,0.02527075812274368,2.519339865910263,2,11,0.4374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,270
1945,659.0,2,78,305,6,0.02056555269922879,2.2601542416452443,0,12,0.5562,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,236
1961,995.0,2,42,369,11,0.006119326874043855,1.3146353901070882,0,10,0.729,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,94
1991,738.0,1,38,126,9,0.0010045203415369162,0.38724259166248115,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,41
2000,625.0,2,29,270,10,0.0015,0.226,0,7,0.5848,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,29
2003,502.0,2,20,126,7,0.0029955067398901645,0.9425861208187718,0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,86
2010,1157.0,1,30,167,5,0.003482587064676617,0.9437810945273631,2,7,0.5046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,105
2027,670.0,1,19,145,8,0.053280710409472125,10.682782437099162,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1149
2039,1259.0,1,22,402,13,0.032368808239333004,4.2898479646885725,0,10,0.7719,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,414
2055,15.0,8,38,222,31,0.0,21.8330900243309,1,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1577
2068,561.0,2,35,258,5,0.022727272727272728,6.523694390715668,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,394
2114,1510.0,0,31,353,9,0.006622516556291391,1.1991485335856196,2,9,0.6433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,96
2132,543.0,1,39,204,9,0.0009380863039399625,0.4873358348968105,3,7,-0.3071,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,53
2150,452.0,1,53,125,9,0.0027906976744186047,0.5576744186046512,0,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,56
2185,388.0,4,43,256,14,0.002745995423340961,0.7675057208237986,2,7,0.3612,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,86
2216,59.0,4,51,108,20,0.00315884476534296,0.8384476534296029,2,5,-0.5574,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,81
2238,576.0,1,27,100,6,0.005361930294906166,0.6845397676496873,0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,110
2279,553.0,1,21,211,4,0.03203159280386134,7.243089074155331,0,8,0.4574,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,568
2285,607.0,2,14,985,13,0.003063457330415755,0.4538293216630197,0,34,0.9833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,54
2293,461.0,2,14,186,15,0.012211077191452245,1.8068033144352378,0,8,-0.2533,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,176
2305,55.0,2,20,142,13,0.0,1.0351409978308026,0,4,0.9042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,91
2315,603.0,5,49,285,20,0.004319654427645789,1.2639308855291578,0,8,0.8231,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,143
