days online,duration,tags in title,title length,description length,tag count,comment count/days online,times viewed/days online,title emoji count,description emoji count,VADER sentiment,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,December,June,October,January,February,March,April,May,July,August,September,November
0.6203883559474518,-0.3640391597473269,0.6828689408562503,0.21866346514441926,0.11316020241719624,0.9606764652153311,-0.5017440419401055,-0.3049936207425242,1.6702014285964242,-0.22134104128663135,0.9167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6248525814540099,0.6904860201447534,0.6828689408562503,-0.3339460177392358,0.8535399753248495,0.9606764652153311,-0.15065447577015717,-0.1753815967679473,-0.7512497854339835,-0.06770567547433705,0.9936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6300370652229197,0.3266793485486209,-0.7910024328057023,-0.4030222030996927,0.717591773958715,0.3827085105329367,-0.07995685984693465,0.49518491710919343,1.6702014285964242,0.39320042196254584,0.9746,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6351961791689887,1.595411896666677,0.0711570516729194,0.011434909063048592,1.1723825195360713,0.9606764652153311,0.15203956984363443,0.5020663351921174,0.4594758215812203,1.1613772510240172,0.9239,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6403301703737025,1.9718569749295922,-0.7910024328057023,-1.1628602420647185,0.4642782188951982,0.7680204803211996,-0.2803397642848489,-0.4954745451032085,-0.7512497854339835,0.08592969033795725,0.9874,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6454392823264721,0.06394317603818293,0.0711570516729194,-1.0937840567042616,0.3938590066767689,-0.3879154290435891,-0.6182617902280667,-1.2717068724403042,-0.7512497854339835,-0.22134104128663135,0.9898,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.649073548875462,0.9128894567661066,0.6828689408562503,0.14958727978396236,0.058389704025084505,0.5753644954270681,-0.38787907593908,-0.7283137158562344,0.4594758215812203,-0.42618819570302374,0.9577,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6505237549939271,0.39610070584531687,0.0711570516729194,0.28773965050487615,0.31854957138761525,0.3827085105329367,-0.5483156670792665,-0.9586102616010633,0.4594758215812203,0.13714147894205533,0.9617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6541405670551901,-0.061687362173468895,0.0711570516729194,-0.8865555006228909,0.889727626048209,1.1533324501094626,-0.5592463077881039,-1.0387471849357053,1.6702014285964242,1.2638008282322135,0.9955,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6555838248875434,2.067417499318809,1.1573495442882624,0.6331205773071605,1.0207856043436192,0.7680204803211996,1.7520485854442867,1.8675173284765023,1.6702014285964242,1.2125890396281154,0.9644,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6599017818388012,0.39297280922462463,0.0711570516729194,0.21866346514441926,0.17673310233661163,0.3827085105329367,-0.5787628404497437,-1.0698395037331019,-0.7512497854339835,-0.37497640709892566,0.9632,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6606197251296648,0.21576028474950476,0.0711570516729194,0.8403491333885312,1.3230013901143787,1.345988435003594,2.1715252816382313,2.0851187911209146,-0.7512497854339835,1.3150126168363117,0.9791,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6656316855179424,0.3266793485486209,-2.264873806467655,-1.3010126127856323,0.3782102928504512,-0.3879154290435891,-0.0022414307325488068,-0.19403050928682095,-0.7512497854339835,0.495623999170742,0.9956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6727505490396606,-0.6897830815026232,0.0711570516729194,0.011434909063048592,0.1425015408415418,-0.3879154290435891,-0.5447280115896342,-0.960109695555361,0.4594758215812203,0.9053183080035269,0.9312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.674168571690403,0.4404258205527152,-0.7910024328057023,-0.264869832378779,0.31659348215932553,-0.9658833837259835,-0.5469558961969528,-1.236277910052468,0.4594758215812203,1.1101654624199193,0.9968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6755846896761666,0.820682142258917,0.0711570516729194,0.9094253187489881,0.538609609570207,0.9606764652153311,-0.23805043066937553,-0.5551795008778913,1.6702014285964242,1.519859771252704,-0.9171,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.680526176976892,1.3228267456285323,0.6828689408562503,0.6331205773071605,0.2393279576418822,-0.0026034592553262027,0.2175410426673814,0.4161134601963808,0.4594758215812203,0.08592969033795725,0.9207,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6854446116039308,-0.01887360851740049,0.6828689408562503,-0.5411745738206065,0.4437392819981563,-0.0026034592553262027,-0.3662941968047223,-0.03556519260574089,1.6702014285964242,0.8028947307953306,0.9835,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6903402076462912,0.46992701225739036,1.1573495442882624,0.21866346514441926,0.34202264212709166,0.19005252563880526,2.7202568489971064,2.2090834027236106,0.4594758215812203,0.44441221056664393,0.9509,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7000637255447824,0.4223136230298303,1.1573495442882624,0.7712729480280743,0.03296054405731834,1.1533324501094626,-0.4220320987608272,-0.5026571918961907,0.4594758215812203,0.23956505615025153,0.9623,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7048920609533432,-0.28580471031206867,1.1573495442882624,-1.6463935395879168,0.03491663328560805,0.3827085105329367,-0.21128845179853561,-0.291381803499668,-0.7512497854339835,0.13714147894205533,0.7882,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7069545976696231,-0.7635490706732007,0.6828689408562503,-0.12671746165786518,-0.005183195894330899,1.5386444198977254,-0.1835433067756608,-0.3499049231506733,1.6702014285964242,0.5468357877748401,0.7574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
