,C1,C2
262,-5.4025526,7.8378477
263,-5.274045,7.4750385
264,-5.503889,7.8780894
265,-5.3881216,7.8720775
266,-4.970656,7.465388
267,-5.0228014,7.4440217
268,-3.5792472,7.1844716
269,-5.4585795,7.484436
270,-5.4384747,7.407223
271,-5.443326,7.788246
272,0.7346032,-4.7822275
273,-5.516975,7.9540915
274,-5.327772,7.5000944
275,-5.436845,7.481697
276,-5.3918867,7.464837
277,-3.3490045,7.398045
278,-3.2969134,7.756896
279,-5.2438116,7.7098184
280,-5.184165,7.68459
281,-5.4032063,7.832432
282,6.132223,5.695589
283,10.084835,11.309933
284,-4.896231,7.4567184
285,-5.2206187,7.7638884
286,-3.3189497,8.223015
287,-3.9893482,7.5207005
288,-2.3674946,7.1775227
289,-5.269914,7.535159
290,-5.38833,7.3555136
291,0.29169494,1.3304182
292,-5.376996,7.8394556
293,-5.1944036,7.5235615
294,-5.3819723,7.773492
295,-2.9006824,-7.4890866
296,1.5113777,-7.2908597
297,-5.17015,7.5641026
298,-5.3958173,7.4791923
299,-5.4085584,7.862863
300,-5.4813795,7.904588
301,-5.403347,7.832114
302,-5.4862795,7.8251343
303,-5.3697433,7.8868537
304,-5.2578287,7.491659
305,-5.1717467,7.5078154
306,-5.3005214,7.7778234
307,-5.4159703,7.8794127
308,-5.1768727,7.6866612
309,-5.3932276,7.8796587
310,-4.8711886,7.4577713
311,4.826545,11.693854
312,-4.850262,7.4227896
313,-3.6004355,-5.688145
314,-5.4335723,7.8998275
315,-4.389481,1.4599788
316,11.122212,5.132951
317,-5.375332,7.4645724
318,-5.140414,7.535779
319,-5.508007,7.714227
320,-5.518662,7.761728
321,-5.371949,7.7777386
322,-5.4271326,7.815784
323,-3.484362,6.3801427
324,-5.0953927,7.5502777
325,-5.2031674,7.488772
326,-5.33197,7.767596
327,-5.5089655,7.8016124
328,-2.8329742,8.0077505
329,-5.402011,7.8882203
330,6.8431544,10.44098
331,-5.4299965,7.4422398
332,-5.5141706,7.7383313
333,-5.5154033,7.929225
334,-5.4102097,7.472984
335,-5.5289865,7.9130864
336,-4.895101,7.4963093
337,-5.1764984,7.6757855
338,-5.1897125,7.7139378
339,-5.178008,7.691776
340,-5.4991617,7.875326
341,-5.2372384,7.50783
342,-5.239495,7.501685
343,-5.4190187,7.9008865
344,-5.52456,7.9157248
345,-5.1027465,7.585932
346,-5.1986947,7.7429376
347,-3.601461,-7.9414105
348,8.679204,10.135597
349,-5.1853547,7.6964207
350,-5.02419,7.595941
351,-5.4476275,7.7094097
352,-5.2907867,7.720565
353,4.2901306,3.7377818
354,-5.4121156,7.845612
355,5.931339,13.242646
356,-5.0412345,7.5468206
357,-5.4375257,7.394376
358,-5.3687763,7.4610233
359,-5.1597786,7.6517444
360,-5.410068,7.8192677
361,-5.435069,7.4080524
362,-4.900292,7.4617896
363,4.000062,2.0217462
364,-5.1657352,7.5821157
365,-5.2777686,7.5177217
366,-5.382049,7.878763
367,-5.4501543,7.8292637
368,-3.3349159,8.146187
369,6.488584,13.692295
370,-5.484082,7.8392386
371,-5.37105,7.8155065
372,0.7250859,-6.3589644
373,10.964951,1.0329392
374,-5.2642174,7.764649
375,-5.2802176,7.8042765
376,-5.319864,7.700416
377,-2.8150737,8.019237
378,-5.376142,7.798222
379,-5.369505,7.5092072
380,-5.3072615,7.741624
381,-5.374381,7.8115377
382,-4.9334173,7.498203
383,-0.7935984,-4.2985144
384,-5.4262033,7.486695
385,-5.3515368,7.464388
386,11.666134,-0.3626805
387,-5.182287,7.737092
388,-5.4641604,7.7921734
389,-5.3280797,7.536815
390,-5.1662617,7.535158
391,-5.4674373,0.97113717
392,-5.4477673,7.396109
393,-5.0453496,7.5764365
394,-5.3818154,7.8252125
395,-5.5583806,7.913739
396,0.37527078,5.00807
397,0.60954416,-5.53618
398,-5.277177,7.804446
399,-5.3728576,7.80721
400,-3.0198143,7.6658983
401,-5.2111883,7.6344976
402,-5.5285587,7.910845
403,-5.4454336,7.3770323
404,-5.390802,7.8063407
405,-5.205173,7.6374607
406,-5.302233,7.492571
407,-5.491959,7.480849
408,-5.2817054,7.6428633
409,-5.402889,7.8295393
410,-5.4085126,7.8453026
411,13.594533,-0.2881874
412,-4.3002543,3.1958919
413,-5.310021,7.8921103
414,-5.1488256,7.6696
415,-5.238546,7.7138968
416,-5.502132,7.823728
417,-5.426113,7.526594
418,-5.329841,7.4862294
419,-2.8333218,8.009129
420,-5.3870764,7.822833
421,-3.1557002,-5.620195
422,12.35557,5.9200664
423,-8.725016,1.8648921
424,-5.3455896,7.4718566
425,-5.2165465,7.6611
426,12.769574,5.9399137
427,-5.265301,7.7159414
428,-5.4053307,7.820274
429,-2.3862739,7.1419387
430,-5.076707,7.604859
431,-5.1858177,7.6349425
432,-5.3502893,7.7421017
433,-5.5302143,7.4675965
434,-3.1002362,-7.146167
435,6.1740427,5.782635
436,-5.21916,7.5182624
437,-5.225214,7.802705
438,-5.266115,7.749954
439,-5.1553483,7.570455
440,-5.454443,7.3718534
441,-3.1719086,7.0853395
442,-5.2751946,7.7108126
443,-4.9701653,7.567748
444,0.7452452,-6.271992
445,-3.6155832,6.8543453
446,-5.4842887,7.381872
447,-5.5009503,7.6833696
448,-5.1606793,7.594475
449,-4.8919654,7.4458327
450,-5.2377124,7.7105274
451,0.5983021,-5.563057
452,-5.2693458,7.4705105
453,-5.4498987,7.788066
454,-6.1165137,0.026618972
455,-5.1557975,7.6927185
456,-5.4682374,7.369199
457,-5.473093,7.915633
458,-5.4288926,7.7997823
459,-5.531739,7.75974
460,-0.93573284,12.020668
461,4.0406065,9.074183
462,-2.7978072,-7.0304255
463,-5.419621,7.9143763
464,-5.5040536,7.906324
465,7.2440033,15.305192
466,-5.361069,7.441206
467,-5.4261856,7.934767
468,-5.2535763,7.4942117
469,-5.286479,7.8115697
470,-5.4634337,7.9346957
471,-3.3725371,7.2967167
472,-5.478366,7.4793253
473,-5.111816,7.6978936
474,-3.1749625,6.867769
475,-5.4070544,7.831197
476,-5.7716374,-1.9350655
477,-5.5016904,7.8662715
478,-5.2099247,7.5738816
479,-5.1928725,7.782113
480,-5.4541583,7.769689
481,-5.3393755,7.766494
482,-5.4088845,7.832386
483,0.9836812,-4.6562796
484,-5.086546,7.5881996
485,4.2040944,4.6428876
486,-5.165728,7.629824
487,-5.2357845,7.506503
488,-5.295988,7.702374
489,-5.1310706,7.591689
490,-2.8066306,6.5968814
491,-1.2010354,-6.088358
492,-5.1939588,7.725808
493,-5.2195964,7.6963058
494,-5.4426494,7.8065157
495,10.868596,0.5135136
496,0.016022015,-6.637854
497,-5.5071154,7.8700914
498,-5.436468,7.79575
499,-5.3735886,7.8567743
500,-4.998164,7.4324946
501,6.6436524,2.273322
502,-5.488808,7.9491777
503,-5.3128924,7.751683
504,-5.120322,7.6337566
505,-4.927406,7.5050335
506,-2.4597783,7.172987
507,-5.5412292,7.944119
508,-5.4517426,7.896109
509,-5.202389,7.755494
510,3.940192,9.398617
511,-5.2736106,7.745024
512,-3.2913885,7.8072624
513,-5.079575,7.750896
514,-5.399312,7.8587656
515,-5.1165433,7.737334
516,-1.0034815,11.663774
517,-5.1249146,7.635476
518,-5.3780456,7.7678747
519,-5.4228315,7.89261
520,-5.308402,7.760936
521,-1.656023,-5.9836593
522,-5.4938745,7.839376
523,-9.010347,1.5403341
524,-5.3198767,7.542083
525,-5.4130344,7.5018396
526,0.9323449,-6.483934
527,-5.0976295,7.5831776
528,-5.458108,7.8678923
529,-5.4261694,7.3965287
530,0.9615806,-6.7760916
531,-5.3202343,7.7287264
532,-5.293872,7.7278166
533,-5.414087,7.8833766
534,-5.3875504,7.7934885
535,-5.409538,7.819694
536,-5.3671193,7.7851005
537,-5.511306,7.9599857
538,-5.511016,7.8094764
539,-5.530323,7.937843
540,-5.2380443,7.7059784
541,-5.1300035,7.5942955
542,-5.1582465,7.606296
543,-5.3942494,7.804118
544,-5.3994737,7.8651166
545,-5.119284,7.5672207
546,0.7204218,-6.3824
547,-5.455392,7.5337105
548,-5.549218,7.4712415
549,1.303166,-7.182952
550,-5.5867968,0.8127367
551,1.2744541,-4.6095114
552,2.38432,5.132747
553,-5.3736997,7.5041695
554,-5.116301,7.584197
555,-4.941208,7.5338955
556,-5.306572,7.490968
557,-4.874646,7.43269
558,-5.2549057,7.572898
559,-5.307448,7.4941306
560,-5.22523,7.775726
561,-5.1893067,7.5853605
562,0.95528346,13.481095
563,-5.5246506,7.95388
564,-5.2876973,7.8008842
565,12.495003,5.2822266
566,3.1253173,3.8886666
567,-5.4466124,7.3749986
568,-5.463536,7.9293475
569,-5.076526,7.56765
570,-5.488548,7.8481755
571,-5.400078,7.796997
572,-5.397837,7.791723
573,-1.6087677,-5.950556
574,-3.9765286,7.951857
575,-5.437719,7.809841
576,-5.4313817,7.885331
577,-2.0333207,-5.3209386
578,-5.459374,7.3940115
579,3.3599408,4.3449197
580,1.2847964,-4.492965
581,-0.06718044,-7.5806046
582,-5.4046392,7.4594393
583,-5.4257298,7.896361
584,-3.729165,1.2759337
585,-5.159188,7.746838
586,-5.41719,7.8109713
587,-5.5103383,7.9173765
588,5.1907105,7.8858557
589,-5.49043,7.4771857
590,6.7754445,14.363332
591,-5.48448,7.8767085
592,-5.555929,7.872264
593,-0.6000607,11.940873
594,-5.4725127,7.8414197
595,-5.2995253,7.5655656
596,-5.3755193,7.8136563
597,-5.5042562,7.4433727
598,-5.5333004,7.947216
599,-5.4490466,7.8929944
600,-5.241258,7.797172
601,-5.431087,7.9144273
602,-5.1036406,7.6021776
603,-5.0596266,7.5609894
604,-5.1202545,7.575635
605,-5.2455015,7.496411
606,-5.3515615,7.789654
607,-5.2388906,-0.768314
608,-5.1377983,7.5562096
609,1.7387323,6.2700696
610,-5.2679753,7.7753363
611,-5.070055,7.4731174
612,-5.4351225,7.3937535
613,-5.336357,7.779104
614,4.0306044,2.2824442
615,-5.2020535,7.695701
616,5.5972695,13.648281
617,-4.870288,7.431716
618,0.13798621,-5.730767
619,-5.2616496,7.832658
620,-5.3864994,7.748313
621,-5.409972,7.540066
622,-5.3110056,7.6764903
623,9.462639,10.74327
624,0.4301938,4.999208
625,-0.14743012,11.878873
626,-3.6036618,-7.5300717
627,-5.4517674,7.458501
628,-5.3857155,7.791665
629,-5.4042397,7.8439674
630,-5.200016,7.5607066
631,-0.7624256,-4.3055253
632,-5.2138677,7.4887958
633,-5.2443166,7.8233967
634,-5.295969,7.74647
635,0.85948277,-4.8418984
636,1.2913951,-4.5847306
637,-5.153331,7.6296563
638,-6.9386625,-0.52057457
639,-5.019429,7.584246
640,-5.5029745,7.948123
641,-5.3850393,7.4713817
642,-5.1922607,7.5279717
643,-5.475046,7.480666
644,-5.191076,7.6864305
645,-4.8789444,7.430019
646,9.840869,11.07593
647,-1.760859,-6.6669655
648,13.230692,-1.0195495
649,8.698755,10.5343485
650,4.111563,2.2746906
651,0.78485173,4.878461
652,-5.4764256,7.943776
653,-5.4713984,7.8984246
654,-6.177485,1.6725668
655,-5.469974,7.8055396
656,-5.154268,7.651401
657,-5.4747934,7.461338
658,-5.2048097,7.7737694
659,-5.4647217,7.7952986
660,-5.503668,7.719292
661,-5.48296,7.8417115
662,-5.2395973,7.4781914
663,1.8903545,-7.5244293
664,-5.377031,7.45768
665,-5.397224,7.4608836
666,12.753112,5.931286
667,-5.3407383,7.4929624
668,-5.341961,7.8350043
669,-2.8222926,8.013196
670,-5.41814,7.39006
671,-5.4589043,7.812449
672,-2.8502865,6.2972164
673,-0.46244368,-6.144246
674,-3.0891778,-7.106324
675,-0.019161286,-6.970072
676,-5.435556,7.8488255
677,-3.1368892,-7.6042204
678,-5.190674,7.6927595
679,1.3075345,4.809264
680,-5.4901104,7.472284
681,0.22483827,-5.121286
682,-5.391929,7.418439
683,-2.780623,-5.6961036
684,-5.475082,7.8422523
685,1.1575128,-6.733048
686,0.8078174,-4.423325
687,-5.2833104,7.691876
688,-5.53268,7.837879
689,-5.5315423,7.7543373
690,-4.950926,7.463205
691,-5.422921,7.381771
692,-5.3783097,-1.1341249
693,4.0453763,9.061603
694,-6.730923,-0.08435488
695,-5.3069406,7.49373
696,-3.5962539,-5.8751273
697,-2.5954628,-6.785501
698,-5.1659055,7.618827
699,-5.2815213,-1.4347544
700,-5.477931,7.8153467
701,-5.5327024,7.9308643
702,-3.959789,7.9166837
703,-4.8394704,-0.08839647
704,-5.377959,7.8146563
705,-3.27221,-5.508683
706,-5.3976617,7.888849
707,-0.17276615,1.2752101
708,-1.201011,-5.009962
709,-2.8470147,6.230161
710,-0.035896506,-5.7596035
711,-5.4031844,7.483715
712,-5.331178,7.5611506
713,-0.30973586,-6.036084
714,-1.679964,-6.990689
715,-5.4886184,7.4473395
716,-3.601693,-5.5999584
717,1.2624929,1.3628653
718,6.4491916,14.053173
719,9.559795,11.836719
720,3.7754197,6.5635476
721,-5.1596,7.4963098
722,-5.2052965,7.643667
723,-5.2750278,7.5415826
724,-5.2911196,7.724199
725,-3.1777315,7.683067
726,6.970488,3.2180927
727,-5.391861,7.464838
728,4.413745,9.140571
729,0.048766997,-7.4586353
730,0.5940557,-5.5069633
731,-5.477647,7.4559197
732,-6.347323,1.8793473
733,1.188633,-4.1520066
734,-1.0224848,-6.2806034
735,-5.141408,7.5493407
736,-3.3103344,8.185841
737,-1.6847979,-6.7567005
738,5.713588,13.949986
739,10.968695,1.0669955
740,1.1001029,-6.889355
741,1.1124632,-7.1325784
742,-5.315031,7.722546
743,-5.4103827,7.760754
744,-3.3729355,7.4207892
745,-5.4586616,7.8447027
746,1.3489535,5.1201944
747,8.950442,1.2755743
748,-2.809148,6.2866683
749,5.208989,13.112934
750,1.561066,4.8177233
751,-1.5614305,-7.248989
752,-5.373051,7.811069
753,5.643985,4.139585
754,-5.0696974,7.5677795
755,0.065096945,-6.6016865
756,6.6919312,3.3420026
757,-5.488795,7.8410044
758,-5.1301293,7.564069
759,-5.137654,7.641811
760,-5.3000607,7.7665296
761,11.067299,4.8128886
762,11.83255,0.59473485
763,-5.003206,7.4826636
764,5.9928656,5.5976906
765,9.401886,11.391691
766,-5.4660034,7.8456364
767,-5.2689695,7.5134816
768,-6.663797,1.3376042
769,-2.8372343,7.9909806
770,-5.5197377,7.837484
771,-2.8727188,7.9707017
772,-5.230215,7.5321865
773,-3.946968,7.9116263
774,11.79023,0.6063549
775,-1.5847163,-5.9275174
776,-5.1625977,7.7235284
777,-2.906767,7.1305447
778,-5.120045,7.637716
779,-5.484516,7.8345346
780,-4.926937,7.4841743
781,-5.210225,7.7040563
782,-5.0742726,7.631314
783,-3.1361732,-7.7935014
784,-5.117545,7.5985603
785,-4.858411,7.425654
786,6.71156,10.613693
787,-2.995105,7.907459
788,0.61232495,-5.602327
789,4.442646,9.078522
790,-3.8225727,6.7208033
791,-6.8797574,-0.35223165
792,-4.8220644,7.401702
793,-5.042515,7.632721
794,-5.140161,7.6567955
795,-3.5194967,7.329209
796,7.494989,6.6950493
797,-5.207107,7.763392
798,-5.454639,7.517523
799,-5.225891,7.7847433
800,-5.3725533,7.8091965
801,-5.0539,7.623234
802,-3.6150613,7.286265
803,-2.9039028,7.9546175
804,-4.9780064,7.585026
805,-2.8390632,7.988431
806,-5.525543,7.873521
807,-6.2796345,0.13714692
808,-5.193984,7.553987
809,-4.31589,2.5983126
810,-5.3048506,7.691007
811,3.2175171,6.3547
812,-5.267713,7.4895315
813,-5.4262605,7.504217
814,10.605876,5.838232
815,-5.304002,7.7150097
816,-3.4544835,-5.778692
817,-4.9671817,7.542068
818,1.6946498,-7.788234
819,-5.349966,7.7754703
820,-3.0379736,7.4114914
821,-5.269522,7.823211
822,-5.279983,7.74535
823,6.90503,3.2604244
824,-5.144688,7.7262173
825,0.62477666,-5.5040326
826,-5.433146,7.441814
827,-5.4617844,7.7864194
828,-5.222754,7.527179
829,-5.2929373,7.7152166
830,-5.2560954,7.7601986
831,-5.0920773,7.49403
832,-5.181185,7.69327
833,-5.3655753,7.5440297
834,4.9233284,2.3283503
835,-5.413239,7.483425
836,-5.348322,7.462486
837,12.917311,5.3465858
838,5.7733006,8.244902
839,-5.444952,7.4962697
840,2.6758173,4.013593
841,-5.188382,7.700476
842,-5.356568,7.7240944
843,5.1154337,7.132441
844,-4.923531,7.5107865
845,-5.2893815,7.7454634
846,-5.4431663,7.7840695
847,-5.415499,7.711451
848,-5.378275,7.73274
849,-5.4200144,7.8224845
850,-5.2746525,7.7850337
851,-5.00718,7.5751815
852,12.904734,5.1601243
853,-5.426166,7.3810744
854,1.6210973,3.5758338
855,-5.280763,7.5233684
856,-5.3967385,7.8096766
857,-5.384217,7.8178167
858,-5.3981957,7.8634906
859,-5.196228,7.65288
860,-5.469244,7.833284
861,-5.5083923,7.8992453
862,4.8642406,2.5344594
863,-5.405797,7.469749
864,0.080205955,-3.1431677
865,-5.182832,-0.3568773
866,-3.103604,7.792952
867,12.716882,5.0362525
868,0.33099574,11.9509945
869,-5.3056397,7.711679
870,-5.1510863,7.5125365
871,-1.6194466,-5.9400525
872,-5.332536,7.661212
873,1.2184634,8.605665
874,10.008694,4.2410936
875,-7.2873926,2.5313287
876,-5.215796,7.731584
877,-5.4612694,7.3841352
878,-5.453637,7.855639
879,1.3587284,-7.27577
880,-5.299156,7.7422743
881,-5.4242463,7.9091206
882,-5.370739,7.824186
883,11.489034,5.6407475
884,-5.1793156,7.700719
885,-5.440404,7.4750404
886,-5.2665834,7.7744513
887,9.814345,4.238706
888,-5.4130383,7.7106776
889,-3.0484023,7.636545
890,-5.5212574,7.958043
891,-5.17404,7.5172644
892,-3.3246634,7.984331
893,9.440678,10.413431
894,3.7328496,2.924436
895,-0.16212912,-6.6764774
896,-5.551391,7.51867
897,4.68665,11.695631
898,-5.3570004,7.8237753
899,-5.325634,7.5191326
900,-7.359479,2.420044
901,-5.5360813,7.9455414
902,1.6958566,-7.8421855
903,-5.2438745,7.485506
904,-0.0682808,-7.173459
905,4.5779214,9.107497
906,-5.476913,7.362652
907,4.17097,9.255654
908,-5.8869786,-1.0366411
909,-0.19090876,1.3502021
910,-5.3752623,7.7731442
911,-5.4749184,7.931078
912,-5.376025,7.7288494
913,-5.525277,7.720969
914,6.0219793,13.095249
915,-0.42871854,-6.113
916,-5.4624815,7.8240213
917,-3.50417,-7.9914236
918,-1.056409,-5.505966
919,1.9010249,-7.024694
920,1.0754327,-4.238047
921,-1.0342084,-6.3329244
922,1.1613163,5.6966033
923,0.2906753,11.95712
924,-5.4663467,7.90334
925,-5.4275546,7.3862395
926,-5.421218,7.740431
927,1.2476505,1.6800251
928,-5.220673,7.7009277
929,-5.4841967,7.885629
930,-4.0039854,7.504961
931,12.328511,6.0931435
932,1.0532126,15.325515
933,-1.5814483,-7.3022537
934,8.750466,10.4136915
935,-5.407976,7.850427
936,-5.2838526,7.7399716
937,8.98069,1.1442719
938,-5.382825,7.830927
939,8.722409,6.9422655
940,-5.3195806,7.772192
941,6.6850376,7.2278996
942,-5.4139967,7.772913
943,-5.507593,7.7216334
944,-5.3149543,7.8031945
945,-5.5525436,7.9478793
946,-5.439174,7.8470364
947,-5.308095,7.498346
948,2.2459228,5.4704194
949,-5.318754,7.771653
950,-5.4823136,7.9256463
951,-0.08541984,14.149726
952,-5.374688,7.806525
953,0.64052856,-6.062263
954,-1.7226804,-7.221487
955,11.89602,0.3083227
956,-0.26452592,-7.1541843
957,-7.4901876,2.560063
958,-8.142017,3.8562875
959,1.0051833,6.453354
960,6.347779,10.119878
961,5.9583106,6.025566
962,9.857517,3.6694615
963,8.724315,6.9743114
964,3.6870544,6.5049205
965,-3.576281,-8.1434355
966,4.105654,2.473502
967,4.5337496,8.998424
968,0.62887615,-5.9461527
969,5.7772627,13.85938
970,6.744727,10.350373
971,0.021182878,-3.4886255
972,-5.431918,7.804722
973,1.690268,-7.8482575
974,7.171755,15.345828
975,-6.6680737,0.25196484
976,-6.4471736,-0.17130375
977,0.8304828,13.404166
978,6.062259,5.642516
979,6.2122574,14.798942
980,-3.3235593,7.2006626
981,-3.1084013,-5.5012445
982,9.949277,11.582852
983,11.885978,-1.3955584
984,6.545825,13.879273
985,6.3148246,14.158847
986,-6.1905336,-1.382513
987,13.445487,-1.0697954
988,9.661181,3.6134672
989,-3.8476684,6.6597433
990,-3.0214205,1.2856843
991,1.447323,13.925644
992,7.0440226,1.7899698
993,-3.1752546,7.274501
994,6.56276,13.875553
995,11.92898,5.7487435
996,1.3079616,13.754129
