,C1,C2
8654,-6.28634,-1.8967897
8655,-0.88332623,11.887164
8656,-1.9951894,-4.0143914
8657,13.68919,0.22042999
8658,2.8091013,-1.5177122
8659,10.091918,3.5013554
8660,7.974358,8.51372
8661,2.9823713,-1.8605254
8662,6.7758155,2.0354273
8663,0.6226556,-5.4921627
8664,2.546207,-0.7283472
8665,-7.6586647,1.342093
8666,1.9426848,7.6892085
8667,-0.86077905,11.91816
8668,0.2274412,-4.9213777
8669,-1.971787,-4.0268726
8670,-1.9396954,-4.0321636
8671,3.8254724,-0.9747318
8672,2.7876399,9.347522
8673,-1.9319375,-4.0039845
8674,-2.9119864,0.88169765
8675,0.34991848,-4.9312954
8676,2.8445737,-1.5726413
8677,-1.5848478,-7.0210347
8678,9.169288,11.664598
8679,-5.8259606,-1.6416553
8680,6.16542,13.870349
8681,4.2370443,3.890286
8682,4.845345,11.696741
8683,8.5168915,7.186504
8684,-7.949893,-0.18811664
8685,-8.046591,-0.013658479
8686,-5.769205,1.8905087
8687,-4.185141,7.063912
8688,10.598242,4.8185663
8689,-1.5703471,-7.232741
8690,-1.8022662,-7.397025
8691,2.6154711,9.265601
8692,4.7630057,7.2434473
8693,2.2668016,9.507334
8694,0.53395516,-6.0632114
8695,-7.7521076,-0.095190965
8696,-8.92656,1.2579654
8697,-2.8712146,7.9587526
8698,2.4791286,-0.5145966
8699,2.7428813,9.806439
8700,2.1608129,5.469667
8701,-1.5532525,-5.745157
8702,2.8081915,10.043073
8703,-5.4715085,0.10641045
8704,-2.3563907,7.1525326
8705,3.7801704,2.172497
8706,-3.889491,6.630625
8707,9.275902,10.408408
8708,9.413564,11.003535
8709,2.4776018,-0.511314
8710,-3.8555338,0.41098177
8711,2.1314082,9.590702
8712,-8.029055,0.27557194
8713,-6.4669943,-0.077270396
8714,-0.32515755,4.5427666
8715,8.436381,7.0789027
8716,7.894344,8.480977
8717,-8.337993,0.22517562
8718,5.1522584,10.162241
8719,2.0312636,-0.99341446
8720,-4.020157,-5.5878096
8721,-1.8451377,-4.072727
8722,2.6030822,9.209689
8723,-5.602377,0.7110805
8724,2.856067,9.323609
8725,3.358287,3.5994885
8726,8.686122,6.949566
8727,-2.6583614,-6.8278146
8728,-1.9267751,-4.003975
8729,11.234383,0.94795144
8730,3.2835994,-0.64787894
8731,1.1525139,8.533449
8732,2.811998,6.2350445
8733,2.9742045,-0.7101697
8734,11.765812,4.9950347
8735,1.6571472,6.616111
8736,2.9051478,9.323011
8737,8.71196,6.9678907
8738,9.91914,1.2602159
8739,2.0497408,9.425217
8740,2.8182929,10.043895
8741,3.3187525,-0.48557082
8742,2.0607085,9.636981
8743,8.040002,8.556459
8744,6.34147,15.192196
8745,2.3540351,4.7244015
8746,2.5299826,9.245271
8747,8.063395,8.572735
8748,6.4615293,10.70437
8749,9.743392,10.598727
8750,1.9183509,9.763591
8751,0.91955256,-6.8443513
8752,-0.52390254,-6.0476255
8753,1.8016936,9.729542
8754,9.898794,11.456809
8755,2.3875065,9.389835
8756,2.7670648,9.329888
8757,9.761421,11.17834
8758,2.540943,-0.743286
8759,3.8900542,3.747417
8760,5.661839,13.619268
8761,-0.5426069,-3.600311
8762,1.8076239,9.729293
8763,3.2176175,4.099587
8764,4.152194,9.500417
8765,-0.94871867,12.100092
8766,-1.9829049,6.316112
8767,1.8761907,9.765546
8768,1.2084463,14.605898
8769,-2.8982425,6.364744
8770,11.102699,0.89895296
8771,7.813203,8.47226
8772,3.3296118,3.2081876
8773,0.40372607,-4.9737253
8774,-2.3705683,7.1299105
8775,-5.430045,-1.1233945
8776,-8.137856,-0.04729544
8777,-5.8364167,1.8650153
8778,3.9530222,2.0739398
8779,2.5325575,-1.6687775
8780,-7.7885823,0.24295312
8781,9.963568,10.613499
8782,-2.311491,6.8068376
8783,-7.4719424,3.7995174
8784,1.9980192,9.738907
8785,-2.4461172,6.497622
8786,1.2938485,-3.8312855
8787,-1.4888489,-4.140245
8788,-0.5383689,-5.0337276
8789,-3.1335695,1.1396121
8790,-3.1969705,-7.8454595
8791,-8.104775,-0.053498227
8792,-0.3179293,-4.52441
8793,-1.7486703,-4.109199
8794,8.526039,7.190081
8795,2.7675023,9.982715
8796,-1.9732714,-4.0071216
8797,-3.7605953,7.466992
8798,3.7499676,6.5959444
8799,6.0960984,5.6901813
8800,1.82265,9.756985
8801,4.484289,11.866079
8802,-3.5980372,-5.464053
8803,-0.13004558,4.453876
8804,9.606773,3.5363202
8805,4.994082,11.842669
8806,-2.0363793,-3.9849706
8807,11.163055,5.4762363
8808,-1.9165453,-4.080743
8809,3.735074,6.5460105
8810,-2.3562117,7.255765
8811,6.9345164,10.174443
8812,-1.6607168,-7.104117
8813,2.5587888,4.9147635
8814,1.28761,-3.9542525
8815,6.4506154,3.9256878
8816,-2.9787025,-7.112608
8817,11.4063225,0.10451375
8818,-3.302406,7.2833714
8819,1.3449143,4.718714
8820,-1.8623953,-4.0772176
8821,6.244988,14.244238
8822,2.389835,-0.26983207
8823,5.1503615,15.117335
8824,-8.248679,0.044817142
8825,7.4846215,8.691014
8826,12.744565,5.111125
8827,7.990973,8.523004
8828,1.8235174,7.3065414
8829,1.5160557,-7.0102053
8830,-1.2048061,-6.155181
8831,3.9838486,2.0547223
8832,2.7676542,9.9846525
8833,-2.8004699,8.038944
8834,2.487223,8.830758
8835,-4.11332,6.773657
8836,-9.822924,1.751018
8837,-7.996163,-0.030519262
8838,-2.8165371,6.369097
8839,6.6353235,15.435127
8840,-6.1351733,0.7500212
8841,3.6816738,-0.5598809
8842,9.315652,1.0921831
8843,0.12688053,4.3865604
8844,2.387854,9.206989
8845,7.6259737,8.378022
8846,7.508492,8.653018
8847,-3.967128,-5.357824
8848,2.4531724,8.656518
8849,0.6179492,-5.802167
8850,4.139655,9.451765
8851,7.4773617,3.198662
8852,11.702491,5.0382533
8853,1.8881302,7.447351
8854,4.7141247,3.270649
8855,13.171098,6.109728
8856,5.906339,15.707961
8857,2.7289212,9.7630205
8858,3.237008,-0.23249276
8859,-6.64915,1.3216189
8860,1.9835188,9.740901
8861,1.4354734,8.452798
8862,-7.8348017,-0.23685849
8863,-7.852744,-0.025670929
8864,-2.0183978,-3.9904444
8865,-0.24840078,-2.8925202
8866,-7.9330525,0.08220384
8867,-4.598199,1.9557357
8868,2.0204108,9.720955
8869,2.4757102,9.224378
8870,-1.3986079,-4.1902027
8871,12.767326,6.2158275
8872,2.136058,9.601614
8873,7.600431,8.380942
8874,10.60927,4.833886
8875,0.080082715,-5.810312
8876,-3.8055086,6.711517
8877,13.2444515,-0.9782323
8878,1.646846,2.2333043
8879,2.727936,6.236762
8880,-3.0210688,-7.5572896
8881,-1.9160583,-4.017213
8882,1.2360997,5.919423
8883,0.8840478,-4.358218
8884,5.852551,15.632498
8885,5.134732,13.07203
8886,-3.0276115,-7.165237
8887,-0.43195912,-6.1240363
8888,-2.783958,7.0570645
8889,-8.79471,1.5936433
8890,-6.0630755,-1.7193284
8891,-5.809373,0.5074421
8892,3.4039674,7.0118217
8893,-7.837962,-0.086814865
8894,-8.245953,0.029213004
8895,-8.270973,0.029359384
8896,-3.1561246,7.5493603
8897,-9.631042,1.9087323
8898,12.861671,5.9344034
8899,-3.8718636,7.721128
8900,2.1725411,8.787538
8901,-7.5075855,1.4701196
8902,-7.906837,0.4207438
8903,1.9281062,7.679103
8904,4.8927603,3.1618974
8905,1.9045049,9.761073
8906,7.507785,8.646125
8907,4.894194,1.8825339
8908,-1.7679232,-4.0949426
8909,8.008174,8.523158
8910,-8.200544,0.030071259
8911,2.5164902,-1.8395437
8912,-6.9020042,2.12415
8913,-7.8974504,0.39162028
8914,2.4377954,8.634591
8915,-4.215748,2.8931103
8916,7.9880896,8.523095
8917,-0.27171656,14.79379
8918,-8.145923,0.078831874
8919,-3.2292438,7.631303
8920,1.8182302,9.75851
8921,-2.878239,7.972767
8922,-7.688373,-0.20001327
8923,-6.826642,3.0562754
8924,-1.0214003,-4.1600604
8925,-3.7486691,6.947486
8926,-4.648825,2.799242
8927,4.3027816,3.5924995
8928,-9.041498,1.8215457
8929,2.6784537,-0.62327576
8930,7.507434,8.604766
8931,-1.6354139,-4.108382
8932,0.5329743,14.064803
8933,7.5084743,8.587915
8934,2.9395092,9.340637
8935,12.33794,6.2116747
8936,-7.4647365,2.4806166
8937,-1.8039982,-4.077877
8938,-4.2725487,6.9110746
8939,12.874366,5.6291556
8940,2.5485713,9.254916
8941,-1.9492259,-4.024235
8942,12.125941,-0.73230183
8943,-0.9650923,11.557198
8944,1.9552271,6.183921
8945,-1.5817959,-5.8669147
8946,1.7822319,8.314366
8947,-2.188504,-5.326688
8948,-4.311594,6.93557
8949,9.419141,10.663264
8950,2.5246394,8.78562
8951,4.8227468,7.216093
8952,1.1588707,3.3400872
8953,-3.1013684,7.122752
8954,6.4455132,2.587813
8955,2.2820394,9.472312
8956,-0.09669858,14.714484
8957,7.6156354,8.380734
8958,-2.5285068,6.6739264
8959,7.489554,8.646591
8960,10.921894,5.1014104
8961,2.586979,3.7791595
8962,1.0347683,10.913836
8963,1.8738673,9.701811
8964,7.4854035,8.304484
8965,11.881957,5.150584
8966,2.8788042,-0.99667615
8967,5.7381015,12.956916
8968,8.289842,11.303699
8969,9.490192,10.857955
8970,7.5151963,8.348154
8971,9.112666,0.9909465
8972,-7.2335925,3.5443654
8973,-8.230759,0.10548044
8974,8.000125,8.535946
8975,13.220303,-0.5378286
8976,4.777633,4.225799
8977,-3.2110856,7.552008
8978,-3.747402,1.1989863
8979,2.738022,-0.7458733
8980,4.243655,3.6192472
8981,-7.848012,-0.21678843
8982,-8.141509,-0.038978036
8983,-8.217047,0.015355122
8984,-8.128993,-0.15004548
8985,-3.7148998,0.28509954
8986,3.7462616,-0.9050749
8987,-3.4545827,-5.460929
8988,2.1733365,9.124185
8989,-5.7740245,1.7669972
8990,3.941209,3.9552293
8991,2.2978806,9.091773
8992,13.258926,-0.6555346
8993,-6.967051,-0.4759636
8994,-1.5154157,-7.495534
8995,-4.018796,6.63303
8996,-8.219683,0.1347438
8997,-4.017859,7.5414305
8998,-2.0198703,-4.000002
8999,8.002906,8.528602
9000,-0.98240906,11.528639
9001,2.0668874,9.655492
9002,3.967964,2.0932736
9003,0.33858725,-4.9431634
9004,2.7775452,10.003535
9005,-8.060192,-0.027493758
9006,-8.127871,0.019774044
9007,-5.080141,-0.2580059
9008,-6.8258643,3.0880713
9009,2.6916494,9.404237
9010,-3.6868098,7.6360745
9011,12.235317,6.0999575
9012,2.800665,10.044819
9013,-8.408334,0.17419171
9014,2.2259223,8.849871
9015,10.260083,10.879117
9016,-8.239411,0.1254656
9017,-8.008437,3.7040284
9018,0.55146015,14.259365
9019,1.2848414,14.219911
9020,8.041321,8.555632
9021,2.222874,8.83967
9022,7.795672,8.469376
9023,2.4495077,9.259314
9024,2.824565,10.05515
9025,3.4212809,-0.70101756
9026,-1.9547731,-4.02403
9027,3.2125359,-1.9762518
9028,-4.2426233,6.9235597
9029,2.003121,9.60729
9030,12.28547,-0.5577184
9031,4.9309525,11.732445
9032,1.9359025,9.593555
9033,0.75847584,-6.56538
9034,2.3606763,9.162124
9035,2.067964,7.60941
9036,2.6019418,-1.592368
9037,2.0739443,9.585586
9038,7.0374546,3.0267782
9039,-0.9849163,12.041181
9040,2.3164444,9.245877
9041,2.2850654,8.860111
9042,-0.78659505,11.934852
9043,8.968678,10.474295
9044,7.470765,8.336068
9045,-8.443043,0.19486669
9046,-8.382206,0.1775639
9047,-0.5050342,4.428505
9048,-9.302523,1.7438997
9049,-1.6983715,-4.1719117
9050,-1.5371097,-7.1332116
9051,-3.2217243,-5.95513
9052,1.078867,-6.7746425
9053,-2.406111,7.1241245
9054,-8.018157,-0.1118493
9055,0.6106098,-5.4915104
9056,-1.2011151,-4.1402516
9057,5.6501637,13.608134
9058,1.9988424,9.603006
9059,-1.9113088,-4.0222588
9060,4.730223,11.729031
9061,-2.8476021,6.2351317
9062,-3.7996995,7.490893
9063,-8.893973,1.2920318
9064,-0.013658587,15.015911
9065,7.8835783,8.487409
9066,0.5220882,4.0593805
9067,-7.842823,-0.21857546
9068,-8.34971,0.13990864
9069,-1.9569821,-4.0319242
9070,-1.9616675,-4.022212
9071,0.9739141,4.8926477
9072,-3.704824,-5.8358927
9073,-2.9690094,7.9532523
9074,7.467941,2.8171933
9075,-2.0344849,-5.1093907
9076,1.6497704,12.545425
9077,-1.233737,-4.9486504
9078,-3.2658613,6.7550955
9079,-2.9675505,6.785092
9080,-0.66292214,-4.798358
9081,1.5717931,-7.3387465
9082,7.4994545,8.503231
9083,1.9705452,9.75321
9084,2.1164355,9.595338
9085,2.8825264,-0.9581194
9086,6.3668575,15.314491
9087,-7.897813,0.36625382
9088,1.8463818,7.416381
9089,-3.401157,-5.9939322
9090,8.678155,6.9661922
9091,0.46806076,-5.721544
9092,13.677017,0.19660045
9093,2.4419565,8.647464
9094,-2.6340084,6.7455587
9095,5.13307,10.152715
9096,7.3077655,2.8930461
9097,12.610696,0.02104712
9098,8.01268,8.541932
9099,1.8380332,9.759447
9100,0.345236,4.852504
9101,0.28921932,-4.9662366
9102,-1.9813714,-4.027064
9103,2.7777934,9.992649
9104,12.812849,4.824105
9105,-0.8282809,-4.6128564
9106,9.719134,11.593742
9107,-3.9590375,-5.5709496
9108,-1.6412903,-4.111798
9109,1.7220215,12.272454
9110,-2.9398313,1.273773
9111,3.7312682,-0.8960175
9112,13.605357,0.307052
9113,1.7096883,5.8253236
9114,11.969229,0.6346759
9115,2.0913281,-1.0122759
9116,7.9965053,8.515106
9117,-0.69089204,-5.09789
9118,0.06401965,4.5793962
9119,1.9013046,9.412498
9120,1.692334,6.242877
9121,2.702827,-1.4426867
9122,1.0372424,15.3476095
9123,0.7279696,5.3645315
9124,1.3390396,13.651786
9125,10.029492,3.5400712
9126,13.146817,-1.0968158
9127,0.6783585,10.928249
9128,2.7284799,9.7545805
9129,-8.292158,0.24432367
9130,8.517944,7.187437
9131,-0.15799488,14.263673
9132,2.7716928,9.963939
9133,-2.3618367,7.1844378
9134,2.8303185,10.056705
9135,9.85103,10.782265
9136,1.88966,7.4118357
9137,9.790531,11.583709
9138,-3.563694,7.474788
9139,13.049806,-1.3786086
9140,2.7045085,-0.6693886
9141,2.9324293,9.343613
9142,2.603175,9.231644
9143,2.6732225,-0.77574813
9144,0.6265976,5.1716294
9145,-2.3219032,6.892331
9146,-3.4741616,6.7615776
9147,-3.8263402,7.4860225
9148,-3.962834,6.577948
9149,-7.443926,2.4569218
9150,5.831052,13.64069
9151,7.4854064,8.689305
9152,2.6148844,9.224362
9153,5.3936954,7.9745884
9154,-1.5013134,-4.844412
9155,3.3228958,-0.5525734
9156,2.0933306,9.2470455
9157,2.1224864,7.6862154
9158,1.1406016,14.046327
9159,2.8230991,10.029803
9160,2.4834383,8.642568
9161,2.4812787,8.625174
9162,8.667843,6.9606314
9163,7.221602,10.067314
9164,1.8327549,7.3909154
9165,5.8507586,5.2546687
9166,1.2731256,5.664296
9167,9.398459,11.155454
9168,0.99387896,5.822411
9169,-5.625702,-1.9957445
9170,-8.16885,-0.041792635
9171,-7.8292565,-0.20459802
9172,7.712515,8.422313
9173,-1.0698695,11.778959
9174,2.8003652,10.027318
9175,-9.384032,1.0276508
9176,-7.320205,3.65698
9177,1.2017611,14.61338
9178,-3.2525873,6.2642074
9179,-8.29693,0.1114903
9180,9.3178625,11.654919
9181,-8.171188,-0.04374795
9182,-7.399102,1.7053237
9183,1.8965172,-0.323098
9184,2.804226,10.038949
9185,8.021569,8.54581
9186,8.043032,8.558911
9187,7.484211,8.675181
9188,-1.6197715,-5.9469156
9189,-1.9007021,-4.057966
9190,-1.9708782,-4.0208607
9191,-0.68875456,-5.1072993
9192,-3.268069,8.133828
9193,-1.670974,-5.372048
9194,7.0058727,10.15209
9195,-5.14302,1.6910313
9196,1.9150027,7.4178076
9197,10.142303,3.5453901
9198,8.0018835,8.518822
9199,1.4473053,-4.4429755
9200,-6.036385,2.2804694
9201,7.5042715,8.647505
9202,2.583399,9.205997
9203,9.445681,1.0132812
9204,-7.6845675,-0.14781278
9205,2.062387,9.609194
9206,-0.021691367,15.032414
9207,-4.106227,-5.3735886
9208,7.4674325,8.718449
9209,8.479773,7.183984
9210,3.3063996,-1.1563767
9211,3.817384,6.653328
9212,12.247447,-0.26774696
9213,1.0354952,-6.666856
9214,-3.498768,1.2297779
9215,1.4487936,13.841468
9216,5.91266,5.371276
9217,-2.651609,-5.5290728
9218,-3.6512887,-7.466604
9219,8.504302,7.1851454
9220,-3.111287,-7.319518
9221,9.130014,1.0774188
9222,-2.328389,7.2419457
9223,-1.3032148,-5.016652
9224,2.9431953,-1.8333081
9225,-3.5929086,6.785533
9226,7.505646,8.653443
9227,6.3142242,15.466324
9228,2.7141023,5.0693517
9229,5.381027,8.030962
9230,-5.638836,-1.3394482
9231,4.0189347,6.8456807
9232,13.676056,0.19763711
9233,9.403348,10.622239
9234,2.382096,9.218327
9235,2.8383925,-0.75571436
9236,1.9563783,6.170472
9237,2.919351,-1.8587255
9238,6.121698,5.718051
9239,2.3827124,9.212517
9240,-7.8812027,0.33309606
9241,-3.291618,8.18183
9242,1.9448596,7.703812
9243,0.664368,13.526178
9244,-7.8866153,0.44890252
9245,2.9729311,-1.8493419
9246,-0.42716512,-6.099593
9247,4.632437,2.9125104
9248,6.5774956,10.6182785
9249,-7.3937526,1.3044398
9250,8.72215,6.9850593
9251,0.964355,11.106436
9252,2.281152,8.84551
9253,12.540827,-1.6922797
9254,-9.683053,1.9844135
9255,1.688371,-7.82084
9256,-3.616134,-8.103193
9257,-7.2255626,3.9143515
9258,3.6347275,-0.24753474
9259,-5.4988403,-1.345216
9260,5.685641,14.4700775
9261,2.775273,9.961108
9262,-6.0464573,0.046029206
9263,-6.732172,1.1504208
9264,-8.193636,0.28948215
9265,-0.9339684,11.907257
9266,3.2388396,3.530141
9267,-2.7070258,6.360085
9268,-1.0897979,11.870489
9269,5.101158,10.163428
9270,8.558509,7.06358
9271,1.876179,7.0095005
9272,-1.9865713,-4.024335
9273,-7.912176,0.26176238
9274,-2.2289646,-5.2524714
9275,-3.470089,7.463917
9276,-3.9071379,6.658145
9277,-1.3199979,-5.0174017
9278,0.7511962,-6.5713325
9279,-2.7798967,6.2754855
9280,2.337521,9.241679
9281,2.1605825,9.595409
9282,-3.9348316,0.5001372
9283,-1.450046,-4.1590495
9284,-2.637835,6.4348316
9285,2.5889635,-1.5251217
9286,-8.212921,0.029032027
9287,2.7700608,9.972944
9288,7.4808135,8.674992
9289,7.845656,8.486077
9290,8.569872,7.0637674
9291,-5.0915318,1.9614954
9292,2.9135606,-0.5633552
9293,1.0784634,1.4499856
9294,2.8267999,10.047665
9295,-3.816531,7.8220663
9296,9.744209,4.1963706
9297,2.9170775,9.3343315
9298,-8.414496,0.20459978
9299,5.998076,3.4802532
9300,7.504517,8.659133
9301,-0.4104749,-7.6178064
9302,0.022100534,-4.721359
9303,2.8846028,9.337044
9304,-1.3944216,-4.178987
9305,2.6701844,-0.7728298
9306,-1.9757771,-4.047164
9307,-1.2294452,-5.5293827
9308,2.8271482,-0.7813274
9309,12.766076,5.6285133
9310,2.65101,9.3519125
9311,-3.3806474,-7.772774
9312,-8.980758,1.7340139
9313,-0.028482119,-4.648891
9314,1.0027373,-6.2613626
9315,0.9574741,-4.2892776
9316,2.8549523,9.3201275
9317,11.184399,0.92306226
9318,0.95689493,15.340188
9319,2.9008257,9.326949
9320,2.9723876,-1.063655
9321,-1.913416,-4.048926
9322,-5.089059,-0.26723522
9323,-6.727021,-0.22492231
9324,0.70240253,4.920546
9325,2.5183382,8.753144
9326,3.0450382,6.3427854
9327,1.2857047,6.2591996
9328,7.9586005,8.492807
9329,12.777104,5.0697465
9330,8.427503,7.1403217
9331,1.9785454,9.647008
9332,8.51303,7.1837745
9333,-3.7734334,6.7559166
9334,0.63144696,1.0066936
9335,2.8272786,-1.9482186
9336,-3.5617204,7.1697574
9337,9.949398,11.230211
9338,8.013894,8.530554
9339,0.15883054,-3.7025487
9340,1.9655181,7.416981
9341,1.4565349,1.0305874
9342,7.5932617,8.382241
9343,6.3889694,3.8734705
9344,13.18906,-0.59980327
9345,7.505758,8.636307
9346,1.9577233,7.4145985
9347,9.16152,10.995918
9348,5.382625,15.369287
9349,11.751956,0.29324964
9350,-2.8366346,6.2593155
9351,2.0414164,7.73371
9352,13.628691,0.29638225
9353,-0.5605033,-3.8588784
9354,1.1862451,5.6787076
9355,-1.974596,-4.0097375
9356,1.1981298,14.121289
9357,4.4981833,11.859477
9358,2.2112608,8.812782
9359,10.638581,5.8595686
9360,1.260236,6.266179
9361,-5.759286,1.8889673
9362,2.1619263,9.076212
9363,11.462658,5.121336
9364,6.8760767,10.271868
9365,0.2496995,3.2861214
9366,5.0807257,1.993264
9367,3.213253,-0.47156227
9368,3.3878503,7.0692782
9369,2.9083202,9.327343
9370,5.1292176,7.124056
9371,-7.692462,-0.20240614
9372,-7.6897674,-0.17713512
9373,-8.39272,0.17866029
9374,2.9160423,9.332043
9375,-7.5137553,2.5471563
9376,-2.8551402,6.2390723
9377,-6.824589,2.9893942
9378,-7.9910855,0.24255231
9379,13.481879,0.1752754
9380,0.6353987,5.019359
9381,-5.104382,1.7738659
9382,-1.9523739,-4.0085206
9383,-5.5853953,1.587588
9384,3.566968,-0.71940356
9385,5.466189,15.270632
9386,1.6348283,6.5615487
9387,0.49051186,14.168531
9388,9.92846,4.1479034
9389,-1.5598843,-5.851251
9390,0.6086301,-5.5845575
9391,7.9427657,8.507498
9392,-7.9156055,0.39839962
9393,2.3112016,5.57531
9394,13.424213,-1.1123631
9395,1.3911903,5.1814976
9396,12.4551115,5.5147934
9397,6.2697606,15.252235
9398,5.04231,-2.7332332
9399,1.789527,9.749405
9400,2.448771,8.654937
9401,13.208868,5.1692386
9402,-2.8457847,7.9935465
9403,2.478605,8.626251
9404,13.026229,5.3825035
9405,-1.6267048,-4.1859126
9406,2.0083733,7.7043314
9407,7.503847,8.647896
9408,6.6113305,2.066406
9409,10.014064,4.2168365
9410,4.954484,6.2619805
9411,4.9348044,2.0071554
9412,-5.245357,1.6693662
9413,-8.2484865,0.028239373
9414,-2.8645751,6.2574763
9415,-5.173988,1.6820527
9416,5.1438494,7.143531
9417,-1.9688412,-4.03011
9418,1.335458,-4.442336
9419,7.510271,8.620446
9420,10.902968,0.85503674
9421,-1.6325041,-4.107438
9422,-6.7618756,1.2260742
9423,-7.7127867,-0.10473378
9424,-1.7313622,-4.1415787
9425,-1.6521881,-4.1313133
9426,2.496032,8.72094
9427,1.2033565,-4.090771
9428,-7.911806,0.34882283
9429,-5.434566,0.14790349
9430,0.9962906,-6.7642665
9431,0.40983805,-5.036313
9432,-0.12028213,-6.0906773
9433,-1.7435672,-4.1240926
9434,-1.2794912,-5.469304
9435,1.4104959,3.4670374
9436,12.730103,-0.11782052
9437,2.6808944,9.691906
9438,10.672365,4.9059887
9439,2.07237,-1.4942577
9440,3.19402,-2.0091825
9441,1.4188565,-6.659483
9442,-0.13295701,4.721899
9443,7.997546,8.523092
9444,11.322933,-0.19764413
9445,3.3015208,-0.51860476
9446,-7.6372504,-0.17796342
9447,3.1891873,-1.9531374
9448,-3.136757,7.6213765
9449,-3.224165,7.1700845
9450,-2.0278256,-4.00827
9451,-8.119057,-0.0074674627
9452,0.17449318,-1.3223352
9453,2.4584305,8.766194
9454,-3.6571748,7.6904635
9455,13.571807,-0.09071027
9456,-0.20838146,-5.9153786
9457,-5.4972134,1.8837216
9458,5.557743,8.190588
9459,1.0092623,10.9111805
9460,5.058974,-2.6919951
9461,-0.74078256,-6.5188766
9462,-1.9093935,-4.043835
9463,-2.8819988,6.2450066
9464,2.63714,9.55991
9465,0.6013143,-5.6820955
9466,1.0553131,15.359228
9467,-2.812859,6.2574472
9468,2.5228946,9.294439
9469,4.83496,3.1326845
9470,0.39902374,-5.767291
9471,-0.35140443,-5.920219
9472,-1.6919878,-5.92271
9473,2.6521347,9.546729
9474,-7.3263674,1.6547871
9475,2.789607,10.004513
9476,13.017266,-0.6359142
9477,2.833602,9.313074
9478,-0.43898585,-7.4668865
9479,1.7334728,-0.77887607
9480,7.5035214,8.649937
9481,1.6076586,6.656299
9482,-6.721758,1.20425
9483,0.5609278,11.775584
9484,9.936597,10.606445
9485,-8.23001,-0.014467213
9486,-8.206278,-0.06874789
9487,-2.97276,7.3649163
9488,3.4217825,3.7942932
9489,-7.891599,0.009953521
9490,-2.4062684,7.085291
9491,5.750482,5.8663425
9492,2.7901878,9.979276
9493,-7.9392686,0.35402352
9494,-0.73254156,-3.2712915
9495,-7.9066396,0.3926694
9496,-1.632569,-5.011476
9497,-1.7752124,-4.092219
9498,-1.9857581,-4.028795
9499,2.593882,-1.8319017
9500,-0.3693916,-7.248872
9501,1.9826105,-0.9134347
9502,-5.305906,1.6519841
9503,-1.0804178,11.97011
9504,2.1587493,9.161195
9505,-0.11745936,4.413633
9506,2.6779604,-0.77460295
9507,-1.557861,-7.3976936
9508,-1.6005415,-5.9046664
9509,7.513065,8.484957
9510,-2.8410382,6.310373
9511,-3.5442061,-7.367108
9512,2.5909252,-1.4010497
9513,2.8128753,10.044312
9514,2.2506297,-1.2224427
9515,-8.004466,-0.086694956
9516,-7.897331,-0.19968045
9517,-7.7981296,0.4134242
9518,-2.0540433,-3.9778767
9519,-8.385726,0.17126046
9520,0.6336007,5.364317
9521,-7.649983,-0.16426139
9522,1.9990335,7.628807
9523,1.5464947,13.476772
9524,10.924054,5.279297
9525,2.8640225,9.320383
9526,-3.8615446,6.686416
9527,1.983768,7.7720685
9528,4.9710374,3.1771185
9529,0.35122892,4.828594
9530,-8.130417,-0.074258246
9531,-5.1770964,-0.43053186
9532,12.985463,6.0189495
9533,2.7153063,4.0847683
9534,2.7492216,9.919362
9535,-0.10259604,4.375964
9536,-3.7041762,6.8076353
9537,1.119292,8.563578
9538,4.7682433,7.2046957
9539,-3.8284516,0.9798363
9540,-0.35860348,4.874469
9541,1.5198889,13.234337
9542,-8.157631,0.272144
9543,1.9155343,9.659369
9544,-0.91376024,-5.6429005
9545,1.7558861,12.232258
9546,-2.339568,7.246613
9547,1.2709184,6.285979
9548,2.5907445,9.2786455
9549,13.457757,-0.7025457
9550,1.9900883,7.592991
9551,5.2299237,15.131242
9552,2.8910425,9.315914
9553,2.387372,9.395179
9554,-1.6659068,-7.514326
9555,-3.8740222,7.8344817
9556,2.0360796,9.686353
9557,10.546665,1.0867324
9558,2.4666092,8.81621
9559,9.818825,10.638963
9560,-3.3160627,7.1305404
9561,1.0071639,15.364879
9562,-8.176659,3.4339848
9563,2.7141566,9.316061
9564,3.2930505,-0.38109982
9565,-3.5842943,-5.6493053
9566,7.380272,8.492082
9567,1.7736269,9.731589
9568,0.18428932,4.748096
9569,0.97785443,13.753386
9570,-4.0023155,6.669583
9571,9.806562,4.16362
9572,-0.960074,11.884163
9573,2.470183,-0.9416423
9574,2.309171,9.2434225
9575,-3.4242878,6.793311
9576,1.878202,-0.13655889
9577,13.452172,-0.7194039
9578,-2.9079783,0.880695
9579,-9.376196,1.2976632
9580,-9.308442,1.8466609
9581,-8.330035,0.1663787
9582,9.377899,10.813921
9583,-8.190954,-0.032485634
9584,4.6013646,3.0917027
9585,-6.4685,2.406694
9586,-7.9776864,0.4247657
9587,-6.7105255,2.9484186
9588,8.569094,7.052516
9589,-1.8808454,-4.009106
9590,1.7854736,12.200274
9591,-1.7641183,-7.297758
9592,-6.0626664,-0.96206707
9593,-2.860552,-7.5019445
9594,5.084046,-2.6625288
9595,-2.0041373,-4.00677
9596,-1.9550452,-4.02646
9597,3.7145655,-0.8901432
