,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_cluster_size,param_min_samples,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,44.94302897453308,0.10509802687904164,9.165174674987792,0.18531714039793232,85,6,"{'min_cluster_size': 85, 'min_samples': 6}",0.42169779539108276,0.44005048274993896,0.4240358769893646,0.4702005684375763,0.4196644723415375,0.4351298391819,0.018957015338303934,6,0.3326987028121948,0.3298572301864624,0.33540910482406616,0.34706583619117737,0.33169758319854736,0.3353456914424896,0.006128690948554955
1,44.72577033042908,0.1250156650052421,9.07856879234314,0.054367111062770264,85,7,"{'min_cluster_size': 85, 'min_samples': 7}",0.42712903022766113,0.4436775743961334,0.42712000012397766,0.44930121302604675,0.3848864436149597,0.4264228522777557,0.02257167593658298,10,0.3269427418708801,0.33318760991096497,0.3302396535873413,0.3460642099380493,0.3357287645339966,0.3344325959682465,0.006514647603448752
2,44.72854504585266,0.19530307402735234,9.025595951080323,0.07131693407750972,85,8,"{'min_cluster_size': 85, 'min_samples': 8}",0.43256840109825134,0.4522593021392822,0.42287272214889526,0.46516790986061096,0.4392203390598297,0.4424177348613739,0.014857100298521086,1,0.32440704107284546,0.33672580122947693,0.32899340987205505,0.3414055109024048,0.33291107416152954,0.3328885674476624,0.0059054506626551985
3,44.68226490020752,0.1845291081000098,9.012192106246948,0.0848826586577821,85,9,"{'min_cluster_size': 85, 'min_samples': 9}",0.4343230724334717,0.4560457170009613,0.42052432894706726,0.4645251929759979,0.4329283833503723,0.4416693389415741,0.0161651086830404,2,0.32560843229293823,0.339428186416626,0.32743212580680847,0.32725781202316284,0.3286321759223938,0.32967174649238584,0.004972370253424456
4,44.699410104751585,0.17652337929276074,9.049994850158692,0.04182195241525698,90,6,"{'min_cluster_size': 90, 'min_samples': 6}",0.42463043332099915,0.43567609786987305,0.42874711751937866,0.47574275732040405,0.4189683794975281,0.4367529571056366,0.02024205719629287,4,0.3424009084701538,0.33954787254333496,0.33218884468078613,0.34886425733566284,0.33512094616889954,0.33962456583976747,0.005807898044840161
5,44.56901955604553,0.16684855536837417,9.020628833770752,0.06353536847636189,90,7,"{'min_cluster_size': 90, 'min_samples': 7}",0.4286826550960541,0.4377812445163727,0.42101937532424927,0.44514191150665283,0.37507885694503784,0.42154080867767335,0.024620132545486124,11,0.32364293932914734,0.33104896545410156,0.3383367955684662,0.3429141044616699,0.3411175608634949,0.33541207313537597,0.007140536180628759
6,44.52798833847046,0.16784397235135043,9.045815038681031,0.09336236813217504,90,8,"{'min_cluster_size': 90, 'min_samples': 8}",0.43285638093948364,0.44645950198173523,0.41684490442276,0.4605080187320709,0.4320324659347534,0.43774025440216063,0.014747495318771914,3,0.3287978172302246,0.3348320722579956,0.32758352160453796,0.33708271384239197,0.35044440627098083,0.3357481062412262,0.008167845369473932
7,44.602186393737796,0.11670137951550531,9.013809776306152,0.08105240033761818,90,9,"{'min_cluster_size': 90, 'min_samples': 9}",0.4357331097126007,0.45026010274887085,0.4123525023460388,0.4592827260494232,0.42412739992141724,0.43635116815567015,0.017000313383456384,5,0.34080812335014343,0.33961915969848633,0.3275667428970337,0.3252207040786743,0.33031919598579407,0.33270678520202634,0.006349403573839642
8,44.74351983070373,0.10020203260257503,9.031618595123291,0.04112539497179994,95,6,"{'min_cluster_size': 95, 'min_samples': 6}",0.42088592052459717,0.4393066465854645,0.42889881134033203,0.46023350954055786,0.4157848656177521,0.4330219507217407,0.01575669347062449,8,0.3379141092300415,0.34879070520401,0.334028035402298,0.34474977850914,0.34520265460014343,0.3421370565891266,0.005368142246491763
9,44.67644166946411,0.16552480459848185,9.019013929367066,0.061948583600161276,95,7,"{'min_cluster_size': 95, 'min_samples': 7}",0.4268978238105774,0.44134780764579773,0.4097870886325836,0.43725353479385376,0.37047865986824036,0.4171529829502106,0.025757066929763737,12,0.3286384344100952,0.3422178030014038,0.33683136105537415,0.340121865272522,0.34516698122024536,0.3385952889919281,0.005672575721172298
10,44.534430503845215,0.18447120846175288,8.998043584823609,0.08341528785860274,95,8,"{'min_cluster_size': 95, 'min_samples': 8}",0.4344128370285034,0.44645950198173523,0.40843841433525085,0.4592030644416809,0.41826489567756653,0.4333557426929474,0.018382148479664767,7,0.3338077962398529,0.3523162603378296,0.33821535110473633,0.32876935601234436,0.3512471616268158,0.3408711850643158,0.00940265728133796
11,44.80391874313354,0.5604877175710011,9.022214555740357,0.06734009646709832,95,9,"{'min_cluster_size': 95, 'min_samples': 9}",0.431972861289978,0.4537322223186493,0.402111291885376,0.4581562280654907,0.4111894965171814,0.4314324200153351,0.022276623095996307,9,0.3368396759033203,0.3521196246147156,0.35504868626594543,0.3250669836997986,0.3512345850467682,0.3440619111061096,0.011402203079703447
